runID	chID	gain
140721	0	600
140721	1	520
150721	0	367
150721  1       367
150721  2       367
150721  3       367
150721  4       367
150721  5       367
150721  6       367
150721  7       367
270721	0	379
270721  1       379
270721  2       379
270721  3       379
270721  4       379
270721  5       379
270721  6       379
270721  7       379
300721  0       2953
300721  1	2953
300721  2	2953
300721  3	2953
300721  4	2953
300721  5	2953
300721  6	2953
300721  7	2953
050821	0	890
